user_id,created_at,country,device_primary,acquisition_channel,plan
105,2025-12-11 09:24:55,MX,android,paid_search,standard
106,2025-12-17 22:16:11,NL,web,partner,standard
107,2025-12-26 11:12:59,BR,web,email,standard
108,2025-12-01 12:36:54,BR,ios,paid_search,standard
109,2025-11-09 20:17:51,MX,ios,organic,standard
110,2025-12-24 18:59:04,MX,ios,paid_search,pro
111,2025-12-19 21:49:51,GB,android,organic,pro
112,2026-01-17 01:11:37,AE,android,organic,standard
113,2025-12-21 01:23:28,HK,android,partner,standard
114,2026-01-19 04:40:20,MX,desktop,paid_social,standard
115,2025-11-22 19:52:28,ES,web,partner,standard
116,2025-10-24 06:10:53,MX,web,influencer,standard
117,2025-10-26 08:06:42,ZA,web,paid_social,pro
118,2025-12-28 08:07:16,GB,android,email,standard
119,2025-11-29 18:39:16,FR,web,referral,standard
120,2026-01-17 16:44:23,JP,ios,organic,standard
121,2025-11-10 20:47:35,JP,web,paid_search,standard
122,2025-10-29 04:36:15,SG,desktop,referral,pro
123,2025-10-15 03:23:24,AU,desktop,referral,pro
124,2025-11-14 03:19:12,BR,android,email,standard
125,2025-12-04 23:08:43,US,web,referral,standard
126,2025-12-28 14:12:22,ES,web,organic,standard
127,2025-12-10 09:24:32,MX,web,organic,standard
128,2025-10-09 08:09:36,US,web,paid_search,standard
129,2025-12-27 18:21:24,NG,web,organic,standard
130,2025-10-01 03:14:00,AU,web,organic,standard
131,2026-01-16 07:20:37,FR,web,referral,standard
132,2025-10-08 02:11:43,ZA,android,paid_search,standard
133,2025-12-27 23:15:04,JP,android,referral,standard
134,2025-12-02 07:27:43,HK,ios,paid_search,standard
135,2025-10-11 12:03:01,SG,desktop,organic,standard
136,2026-01-23 07:55:48,IN,web,paid_social,standard
137,2025-12-20 13:52:36,MX,web,organic,standard
138,2025-10-08 20:42:06,BR,web,influencer,standard
139,2025-11-04 03:11:07,TR,desktop,referral,standard
140,2025-11-04 16:05:54,SG,web,organic,pro
141,2025-11-02 06:38:21,SG,desktop,referral,pro
142,2025-10-05 15:33:03,ES,web,organic,standard
143,2026-01-14 06:28:21,PL,android,paid_social,pro
144,2026-01-11 23:39:40,DE,web,organic,pro
145,2025-11-10 19:25:03,IT,android,referral,standard
146,2025-10-28 04:30:04,DE,desktop,paid_search,pro
147,2025-10-07 05:29:15,PL,desktop,affiliate,pro
148,2025-12-12 16:36:57,NG,android,organic,standard
149,2025-12-11 00:34:53,FR,web,referral,standard
150,2025-10-12 19:18:57,GB,ios,referral,standard
151,2025-11-03 06:22:20,AE,android,paid_search,standard
152,2025-11-02 20:22:26,AU,web,email,pro
153,2025-11-17 12:14:00,BR,android,organic,standard
154,2026-01-27 10:22:02,AU,web,affiliate,standard
155,2025-10-23 23:27:17,ZA,web,organic,standard
156,2025-12-01 02:33:56,HK,ios,organic,standard
157,2025-12-27 20:09:57,BR,web,organic,standard
158,2025-11-06 23:22:04,MX,web,referral,standard
159,2026-01-07 01:05:02,MX,web,referral,pro
160,2025-11-13 09:32:44,US,ios,paid_search,standard
161,2026-01-12 05:34:56,JP,android,organic,pro
162,2025-12-25 03:20:20,PL,web,referral,pro
163,2025-12-30 16:14:33,IT,desktop,organic,pro
164,2025-11-04 12:15:53,DE,web,referral,standard
165,2025-12-04 11:27:57,MX,android,organic,standard
166,2026-01-07 10:41:42,JP,web,organic,standard
167,2026-01-09 04:21:15,GB,ios,referral,pro
168,2025-11-16 06:46:05,GB,ios,email,pro
169,2025-12-17 21:43:49,AU,ios,organic,standard
170,2025-10-03 14:29:08,AE,android,referral,standard
171,2025-10-01 18:54:38,US,android,organic,standard
172,2025-10-05 22:56:38,MX,web,email,standard
173,2025-12-29 19:41:42,AU,android,paid_search,standard
174,2026-01-27 07:21:05,US,web,affiliate,standard
175,2025-10-14 08:58:06,JP,android,organic,standard
176,2026-01-11 15:13:15,HK,ios,email,standard
177,2025-10-27 11:09:38,ES,web,paid_search,standard
178,2025-10-09 21:59:43,ES,ios,organic,standard
179,2025-12-18 13:53:06,AE,desktop,paid_social,pro
180,2025-10-15 12:00:01,NG,web,organic,standard
181,2025-12-29 12:01:55,AE,ios,organic,standard
182,2025-11-11 20:56:36,GB,ios,organic,standard
183,2025-12-16 15:19:38,US,web,organic,standard
184,2025-11-20 02:59:05,JP,ios,partner,standard
185,2025-12-02 20:05:54,HK,web,paid_social,standard
186,2026-01-04 22:07:17,NL,android,paid_search,pro
187,2026-01-11 01:23:48,FR,android,influencer,standard
188,2026-01-21 13:29:26,AE,desktop,partner,standard
189,2025-11-21 12:08:42,AE,web,organic,standard
190,2026-01-04 20:49:34,IN,web,organic,standard
191,2025-10-04 23:14:52,DE,web,organic,standard
192,2026-01-02 23:21:24,CA,ios,referral,pro
193,2026-01-09 11:04:39,BR,desktop,paid_social,standard
194,2025-10-23 06:52:47,ZA,android,influencer,standard
195,2026-01-11 18:54:59,AE,ios,organic,standard
196,2026-01-17 13:30:57,AU,android,email,standard
197,2025-10-15 02:21:38,PL,desktop,organic,standard
198,2025-11-12 20:27:47,SG,android,paid_search,standard
199,2025-10-29 06:58:27,IT,ios,email,standard
200,2025-11-05 07:59:53,NL,ios,referral,pro
201,2025-10-13 00:44:56,CA,ios,paid_social,standard
202,2025-11-01 14:57:19,PL,android,organic,pro
203,2025-12-10 06:29:57,NG,android,influencer,standard
204,2025-11-28 02:08:24,HK,web,organic,standard
205,2026-01-23 04:34:02,CA,ios,organic,pro
206,2025-12-25 17:43:08,US,android,paid_search,pro
207,2025-10-28 02:42:45,FR,android,organic,pro
208,2025-12-05 02:46:42,SG,ios,paid_search,standard
209,2025-11-11 03:09:50,HK,web,organic,pro
210,2025-11-14 12:20:36,ZA,ios,influencer,standard
211,2025-12-01 23:28:02,FR,ios,paid_search,standard
212,2025-11-26 01:50:41,IT,web,referral,pro
213,2026-01-25 09:21:49,PL,desktop,email,standard
214,2025-10-06 10:55:09,AU,ios,partner,standard
215,2025-10-28 04:20:24,MX,android,email,pro
216,2025-10-28 02:46:06,US,web,affiliate,standard
217,2026-01-16 09:29:49,ES,android,organic,pro
218,2025-11-13 19:48:21,JP,ios,paid_search,standard
219,2025-12-23 04:47:03,IT,web,paid_social,standard
220,2025-10-30 21:43:03,AE,web,paid_search,standard
221,2025-12-01 01:22:39,AE,web,influencer,standard
222,2025-12-14 07:34:17,ES,web,partner,pro
223,2026-01-27 14:06:42,PL,web,partner,pro
224,2025-12-31 07:33:35,US,android,paid_search,standard
225,2025-12-28 15:17:26,ES,web,affiliate,standard
226,2026-01-11 09:28:14,US,android,referral,standard
227,2025-12-01 10:44:29,NL,ios,paid_search,standard
228,2026-01-05 10:02:06,AU,web,organic,standard
229,2025-10-01 21:57:16,CA,web,affiliate,standard
230,2025-10-27 04:39:32,TR,desktop,paid_social,standard
231,2025-12-01 13:29:46,PL,desktop,organic,pro
232,2026-01-24 14:25:43,PL,web,organic,standard
233,2025-12-16 19:07:48,DE,android,partner,standard
234,2026-01-13 13:50:55,MX,desktop,organic,standard
235,2025-10-03 06:10:18,FR,desktop,paid_social,standard
236,2026-01-11 22:30:08,SG,web,paid_social,pro
237,2025-12-09 15:53:25,IT,ios,email,standard
238,2025-12-11 01:22:39,GB,android,paid_social,standard
239,2025-10-27 23:02:59,TR,web,organic,standard
240,2025-10-09 12:32:14,CA,android,organic,standard
241,2025-12-01 07:11:14,US,ios,organic,standard
242,2025-11-06 00:21:41,SG,ios,organic,standard
243,2026-01-05 16:06:57,IN,web,partner,standard
244,2025-11-20 12:01:59,IT,web,affiliate,standard
245,2026-01-14 23:56:59,US,web,organic,pro
246,2025-11-13 06:14:15,ZA,desktop,paid_search,standard
247,2025-10-24 01:08:32,JP,web,organic,pro
248,2025-12-18 15:50:33,HK,web,referral,pro
249,2025-11-28 16:12:40,IN,web,influencer,standard
250,2026-01-26 22:53:38,TR,web,referral,standard
251,2025-11-01 08:55:45,IT,ios,affiliate,pro
252,2026-01-04 09:05:35,GB,android,paid_search,standard
253,2025-12-27 20:13:01,PL,desktop,organic,standard
254,2026-01-13 18:47:21,JP,ios,paid_search,standard
255,2025-11-21 06:01:51,PL,web,paid_social,standard
256,2026-01-21 01:33:50,PL,web,paid_social,standard
257,2025-12-01 18:11:28,CA,ios,organic,standard
258,2026-01-21 00:53:26,US,ios,paid_search,standard
259,2025-11-27 15:38:09,NL,ios,affiliate,pro
260,2025-11-21 05:15:53,GB,ios,organic,pro
261,2025-10-12 02:47:48,AU,web,referral,standard
262,2025-11-08 21:55:30,HK,ios,organic,standard
263,2025-10-02 15:31:56,FR,web,organic,standard
264,2025-10-03 00:17:47,HK,web,email,standard
265,2026-01-21 14:04:18,ES,web,referral,standard
266,2026-01-09 14:29:25,JP,ios,organic,standard
267,2026-01-21 22:26:21,BR,web,organic,standard
268,2025-11-25 02:44:19,TR,web,influencer,standard
269,2025-12-20 08:06:04,ES,web,organic,standard
270,2025-11-28 22:28:33,PL,web,paid_social,standard
271,2026-01-21 05:46:13,HK,desktop,paid_social,standard
272,2025-10-02 15:54:55,DE,android,paid_search,standard
273,2025-10-02 09:25:39,IT,android,organic,standard
274,2025-12-31 13:29:59,IN,ios,organic,standard
275,2025-11-23 01:41:54,CA,desktop,influencer,standard
276,2025-12-26 03:33:38,ZA,android,organic,standard
277,2026-01-09 02:35:35,NL,web,affiliate,standard
278,2026-01-04 15:16:48,AE,ios,email,standard
279,2026-01-05 19:55:45,AU,ios,affiliate,standard
280,2025-10-01 11:59:08,IT,ios,paid_search,pro
281,2025-10-19 00:59:37,MX,android,paid_social,standard
282,2025-10-02 20:31:56,IT,ios,email,standard
283,2025-11-22 01:07:56,JP,android,influencer,standard
284,2025-11-13 09:08:45,TR,web,organic,standard
285,2025-12-29 14:24:29,ZA,desktop,organic,pro
286,2025-11-01 16:28:34,HK,web,influencer,standard
287,2025-12-09 11:26:45,ES,desktop,email,standard
288,2025-11-01 03:04:55,JP,ios,organic,pro
289,2026-01-27 23:31:55,NL,ios,influencer,standard
290,2025-12-07 15:44:40,ZA,web,organic,standard
291,2025-11-24 07:53:20,ES,web,organic,standard
292,2025-12-14 23:24:57,MX,android,referral,standard
293,2025-11-25 18:42:26,IN,web,paid_social,standard
294,2025-10-17 07:56:02,HK,web,organic,standard
295,2025-11-07 11:17:43,NL,web,influencer,pro
296,2025-10-24 05:08:30,HK,web,paid_search,pro
297,2025-12-08 17:06:48,DE,web,paid_search,pro
298,2026-01-24 20:08:09,ES,ios,referral,standard
299,2026-01-06 14:29:42,BR,desktop,organic,standard
300,2025-12-09 07:28:03,JP,android,paid_social,standard
301,2025-12-25 19:50:27,NG,android,paid_search,standard
302,2025-10-11 09:57:24,NL,ios,referral,standard
303,2026-01-20 05:12:08,BR,web,organic,pro
304,2025-10-16 03:04:54,US,web,organic,standard
305,2026-01-05 00:40:07,AU,web,organic,standard
306,2025-12-12 15:23:32,NG,web,influencer,standard
307,2025-11-28 03:30:44,SG,web,partner,standard
308,2025-12-09 23:50:34,MX,android,partner,pro
309,2025-12-19 16:52:26,ES,android,affiliate,standard
310,2026-01-01 14:39:08,SG,desktop,referral,standard
311,2025-10-03 16:23:41,AU,web,organic,standard
312,2025-10-20 17:24:11,MX,ios,paid_search,pro
313,2025-11-28 10:13:27,ZA,android,paid_social,pro
314,2025-11-05 09:27:52,US,ios,organic,pro
315,2025-10-19 10:39:58,FR,web,organic,standard
316,2025-12-29 07:57:49,DE,android,organic,standard
317,2025-12-06 08:22:41,PL,web,organic,standard
318,2025-10-19 02:01:22,TR,android,organic,standard
319,2025-10-20 07:22:19,NG,web,organic,standard
320,2026-01-04 00:55:07,ES,android,paid_social,standard
321,2025-12-10 04:55:45,TR,web,organic,standard
322,2025-11-21 10:57:13,US,web,email,pro
323,2026-01-13 09:35:55,IN,web,email,standard
324,2025-11-02 00:17:53,NL,ios,influencer,standard
325,2025-11-09 09:04:43,MX,web,paid_search,standard
326,2025-11-08 07:09:01,CA,android,affiliate,standard
327,2025-12-21 06:11:26,DE,android,paid_social,standard
328,2026-01-12 00:59:59,IN,web,organic,standard
329,2025-10-01 07:34:53,SG,ios,referral,standard
330,2025-10-11 04:16:29,HK,web,partner,pro
331,2025-12-31 03:25:18,ZA,web,paid_search,standard
332,2025-11-26 13:34:35,HK,android,affiliate,standard
333,2025-12-28 00:50:55,IT,web,affiliate,standard
334,2025-11-19 22:56:19,AU,desktop,referral,standard
335,2025-10-23 01:45:20,NL,web,email,standard
336,2025-10-31 01:17:22,ES,ios,organic,standard
337,2026-01-02 02:35:21,ES,android,partner,standard
338,2025-11-11 22:12:48,NL,web,referral,standard
339,2026-01-07 16:33:38,NG,ios,email,standard
340,2025-10-07 07:14:04,PL,web,paid_social,standard
341,2025-10-16 06:06:11,HK,ios,paid_search,standard
342,2025-12-29 07:08:47,HK,ios,email,standard
343,2026-01-20 06:15:59,SG,web,email,standard
344,2026-01-24 20:30:20,IN,ios,organic,standard
345,2025-11-29 23:06:41,AU,ios,affiliate,standard
346,2026-01-21 07:37:56,MX,ios,organic,pro
347,2025-10-02 17:24:43,IT,android,organic,standard
348,2025-10-01 03:03:11,NG,ios,paid_social,standard
349,2025-11-17 23:38:17,NL,ios,organic,standard
350,2025-10-12 19:27:27,PL,ios,paid_search,standard
351,2025-12-08 02:59:56,FR,ios,partner,standard
352,2025-11-06 01:04:41,DE,web,email,pro
353,2025-11-01 04:21:08,DE,android,organic,pro
354,2026-01-27 09:31:52,AE,web,organic,standard
355,2025-10-09 07:48:26,AU,web,referral,standard
356,2026-01-13 04:22:09,BR,ios,organic,standard
357,2026-01-07 19:32:00,ZA,web,organic,standard
358,2025-10-19 15:15:13,PL,web,organic,pro
359,2025-11-17 15:50:26,HK,web,influencer,standard
360,2025-12-19 16:30:02,ES,android,email,pro
361,2025-10-03 10:21:22,NL,web,partner,standard
362,2025-10-20 20:43:58,ES,web,paid_search,pro
363,2025-10-24 10:36:58,ZA,android,affiliate,standard
364,2025-11-23 04:59:10,SG,desktop,influencer,standard
365,2026-01-28 16:35:39,ZA,android,paid_social,standard
366,2025-11-02 01:15:07,FR,desktop,paid_search,pro
367,2025-10-24 12:51:43,NL,android,partner,standard
368,2026-01-24 21:57:39,IT,ios,paid_search,standard
369,2025-12-14 06:51:07,CA,web,paid_social,standard
370,2026-01-21 01:06:32,ZA,ios,paid_social,standard
371,2025-12-11 20:26:03,MX,ios,organic,standard
372,2025-11-05 07:05:30,IN,web,organic,pro
373,2025-11-07 04:15:05,NL,desktop,influencer,pro
374,2026-01-12 14:28:49,DE,ios,paid_search,standard
375,2025-12-23 23:56:49,MX,android,organic,standard
376,2026-01-07 14:27:24,SG,android,affiliate,standard
377,2026-01-20 16:20:17,IN,web,paid_social,standard
378,2025-12-28 12:57:46,AU,android,email,standard
379,2026-01-07 07:16:13,NL,android,affiliate,standard
380,2025-10-25 05:15:09,AU,web,organic,pro
381,2026-01-01 17:46:07,SG,android,paid_social,standard
382,2025-10-18 08:36:47,IN,web,paid_social,standard
383,2026-01-18 03:36:25,NG,android,influencer,standard
384,2025-12-21 06:15:25,BR,web,organic,standard
385,2025-12-05 10:23:23,IN,android,organic,standard
386,2025-11-23 10:19:53,IN,android,influencer,standard
387,2025-11-04 01:03:50,TR,web,paid_search,standard
388,2025-12-19 15:35:44,IN,web,paid_search,standard
389,2025-11-30 00:08:53,FR,web,email,standard
390,2025-11-10 05:49:06,GB,android,organic,standard
391,2026-01-08 06:31:44,FR,web,referral,standard
392,2025-11-02 15:28:35,CA,desktop,affiliate,standard
393,2025-12-07 07:50:55,ES,desktop,paid_search,standard
394,2025-11-02 15:40:41,SG,ios,paid_search,standard
395,2025-10-14 10:14:15,NG,web,affiliate,pro
396,2025-10-21 11:35:21,IT,android,organic,pro
397,2025-11-17 11:37:30,NG,android,partner,pro
398,2025-10-20 09:38:43,AU,web,paid_search,standard
399,2026-01-28 09:55:39,ZA,ios,organic,pro
400,2025-10-08 01:32:19,AE,desktop,paid_social,standard
401,2025-10-07 20:17:09,GB,ios,organic,standard
402,2025-12-06 17:55:09,NG,desktop,paid_search,standard
403,2025-10-17 05:55:11,NG,desktop,partner,pro
404,2025-11-02 19:13:00,NL,web,organic,standard
405,2025-11-17 23:53:01,US,desktop,organic,standard
406,2025-12-15 09:58:54,HK,web,paid_search,standard
407,2025-11-28 02:38:31,DE,web,paid_search,standard
408,2026-01-23 00:03:03,MX,web,paid_search,standard
409,2025-12-25 02:37:55,ES,ios,referral,pro
410,2026-01-27 23:32:46,MX,web,organic,pro
411,2025-10-22 17:32:10,AU,web,organic,standard
412,2026-01-18 16:32:57,AE,web,organic,standard
413,2025-10-30 07:13:28,ZA,web,paid_search,pro
414,2025-11-07 21:21:08,US,android,organic,pro
415,2026-01-10 13:19:01,NL,ios,paid_social,standard
416,2026-01-17 11:52:36,HK,android,organic,standard
417,2025-11-20 19:30:58,GB,web,email,standard
418,2025-11-23 22:25:30,ZA,web,partner,pro
419,2025-10-08 07:45:12,AE,web,affiliate,standard
420,2025-10-27 22:58:22,AU,web,partner,standard
421,2025-10-27 14:04:19,AE,ios,influencer,pro
422,2026-01-06 13:00:40,AE,ios,organic,standard
423,2025-10-21 22:38:32,NG,web,influencer,pro
424,2025-10-30 10:43:43,PL,web,email,standard
425,2026-01-05 17:35:03,CA,web,paid_search,standard
426,2025-10-28 12:47:42,GB,android,email,pro
427,2026-01-19 15:44:50,SG,web,email,standard
428,2025-12-03 21:33:02,IT,ios,organic,standard
429,2026-01-05 06:33:54,PL,web,email,standard
430,2025-12-08 01:08:10,US,desktop,paid_search,standard
431,2025-11-30 12:34:26,DE,web,partner,standard
432,2025-11-17 08:20:08,AU,web,organic,pro
433,2025-10-19 16:18:24,SG,android,organic,pro
434,2025-10-04 17:27:46,NL,ios,influencer,pro
435,2025-11-04 02:19:42,CA,android,paid_search,standard
436,2025-12-03 13:16:14,DE,ios,partner,standard
437,2025-11-18 20:42:50,HK,android,affiliate,pro
438,2025-10-17 20:34:22,ES,android,affiliate,standard
439,2025-11-13 12:58:18,MX,web,affiliate,pro
440,2025-12-31 00:18:30,AU,android,email,standard
441,2025-10-30 22:46:21,IT,web,paid_social,standard
442,2026-01-01 00:06:26,DE,android,paid_search,standard
443,2025-11-15 16:15:13,HK,ios,influencer,pro
444,2026-01-25 23:22:00,MX,ios,paid_search,standard
445,2025-10-06 13:16:41,DE,web,referral,standard
446,2026-01-07 19:57:37,PL,web,email,pro
447,2026-01-13 08:46:06,ZA,ios,email,standard
448,2025-11-06 09:02:01,HK,ios,influencer,standard
449,2025-10-24 06:36:38,AU,web,referral,standard
450,2026-01-01 03:46:05,CA,web,affiliate,standard
451,2026-01-21 06:23:47,JP,ios,paid_social,pro
452,2025-11-15 01:33:51,DE,web,organic,standard
453,2025-11-22 15:47:58,AU,desktop,organic,standard
454,2026-01-03 12:33:26,ZA,web,organic,standard
455,2026-01-07 16:16:22,PL,web,influencer,standard
456,2025-11-29 16:12:14,GB,web,partner,standard
457,2026-01-05 20:05:23,SG,web,paid_search,standard
458,2026-01-24 14:53:39,NG,android,paid_search,standard
459,2025-12-02 07:27:55,ZA,web,organic,standard
460,2025-12-24 06:48:34,IN,web,organic,standard
461,2025-11-01 06:16:20,HK,desktop,affiliate,standard
462,2025-12-26 23:50:27,BR,web,influencer,standard
463,2025-11-02 01:11:28,CA,web,organic,standard
464,2025-12-06 01:52:14,NG,web,organic,standard
465,2025-10-18 23:03:20,AU,web,influencer,standard
466,2025-10-25 10:50:08,PL,android,paid_social,standard
467,2026-01-14 13:42:29,GB,desktop,organic,standard
468,2026-01-03 02:10:14,PL,android,organic,standard
469,2025-11-23 11:59:14,ES,android,paid_social,standard
470,2025-11-27 02:10:51,GB,desktop,paid_search,standard
471,2025-12-06 00:26:40,AE,android,paid_search,standard
472,2026-01-12 15:43:34,AE,web,influencer,standard
473,2025-11-15 20:06:42,FR,ios,organic,pro
474,2025-10-24 01:01:32,FR,ios,paid_search,pro
475,2026-01-22 16:07:07,PL,web,organic,pro
476,2025-11-01 05:39:33,IT,web,paid_search,standard
477,2025-11-16 17:26:45,AU,android,affiliate,standard
478,2025-12-25 22:19:43,HK,web,organic,standard
479,2025-10-23 04:01:47,PL,ios,referral,standard
480,2025-12-05 17:28:51,MX,web,organic,standard
481,2025-10-27 20:58:19,NL,ios,organic,standard
482,2026-01-14 19:54:02,MX,web,organic,standard
483,2025-10-02 20:14:29,SG,web,referral,pro
484,2025-12-29 10:57:03,ZA,android,influencer,standard
485,2025-10-17 23:55:20,GB,android,referral,pro
486,2026-01-12 18:30:00,NG,ios,influencer,standard
487,2025-11-02 11:37:28,ZA,ios,paid_social,standard
488,2025-10-09 01:53:40,ES,android,referral,standard
489,2025-11-12 02:21:52,NG,web,influencer,standard
490,2026-01-26 10:12:05,SG,web,organic,standard
491,2025-11-17 14:18:54,ES,web,paid_social,standard
492,2025-11-08 23:39:11,GB,web,paid_social,standard
493,2026-01-01 11:02:56,FR,desktop,organic,standard
494,2025-11-11 16:55:45,IT,ios,organic,standard
495,2026-01-27 23:10:20,TR,ios,paid_social,standard
496,2025-10-26 13:10:55,AE,ios,paid_social,standard
497,2026-01-07 23:11:28,IN,android,paid_search,standard
498,2025-11-19 14:33:53,GB,web,referral,standard
499,2025-10-25 02:41:51,TR,ios,paid_search,standard
500,2025-10-24 16:27:42,MX,web,affiliate,standard
501,2025-10-13 23:53:29,SG,android,partner,pro
502,2025-11-29 23:16:25,TR,android,referral,standard
503,2025-10-07 02:39:57,PL,desktop,organic,pro
504,2025-11-26 16:41:07,ES,web,partner,standard
505,2025-11-05 13:20:22,ES,web,organic,pro
506,2025-11-14 22:45:24,IT,android,organic,pro
507,2025-10-20 05:13:02,JP,android,paid_social,standard
508,2025-12-04 14:23:02,US,web,referral,pro
509,2025-10-08 20:02:24,TR,web,paid_search,pro
510,2026-01-18 15:16:53,NL,web,paid_social,standard
511,2025-10-16 20:00:36,IN,ios,organic,standard
512,2025-10-14 09:49:02,AU,android,partner,pro
513,2025-12-15 23:49:05,ES,web,influencer,standard
