deposit_id,deposit_ts,user_id,session_id,amount
349,2025-12-01 02:47:24.408951383,189,1115,82.65
350,2026-01-23 11:16:36.545502319,190,1116,82.27
351,2026-01-13 18:44:01.603244870,190,1119,70.18
352,2025-10-22 10:28:41.301368915,191,1122,49.58
353,2026-01-15 12:09:20.916891040,191,1127,224.61
354,2026-01-11 08:21:15.914364680,192,1128,126.74
355,2026-01-16 08:57:16.238664893,192,1129,406.64
356,2026-01-04 19:26:04.244796700,192,1130,85.81
357,2026-01-26 22:24:01.379137876,192,1133,1011.42
358,2026-01-13 06:48:35.882387936,192,1134,63.14
359,2026-01-13 15:26:53.280716224,193,1137,200.31
360,2026-01-26 15:10:08.431788443,193,1141,31.19
361,2026-01-08 17:59:52.360952608,194,1142,279.21
362,2026-01-21 07:22:24.052240018,194,1143,118.11
363,2026-01-26 15:14:19.037192194,195,1149,271.52
364,2026-01-18 10:33:43.438815794,195,1150,1160.77
365,2026-01-27 22:54:08.014976974,196,1152,103.03
366,2026-01-24 04:43:18.291699341,196,1157,386.18
367,2026-01-26 22:47:00.022327284,196,1158,79.31
368,2025-11-16 21:08:19.360056278,200,1170,120.61
369,2026-01-17 01:49:01.743726825,200,1172,71.09
370,2025-11-12 22:08:14.066867254,200,1174,116.43
371,2026-01-24 17:28:53.006359993,202,1179,496.91
372,2026-01-06 14:06:53.321827540,203,1182,34.37
373,2026-01-04 08:48:54.065518920,203,1187,152.97
374,2026-01-16 05:08:50.643483096,204,1191,59.46
375,2026-01-27 16:50:40.356108550,205,1195,124.02
376,2026-01-28 00:04:31.083358928,205,1196,275.25
377,2026-01-27 00:13:05.096607107,205,1197,171.41
378,2026-01-28 03:31:18.389582521,205,1199,53.25
379,2026-01-25 13:22:25.113616243,205,1201,1442.46
380,2025-12-26 02:11:04.427028897,206,1204,58.56
381,2026-01-06 03:37:09.203384012,206,1208,57.19
382,2026-01-01 15:12:10.839216713,206,1209,135.92
383,2026-01-12 23:06:59.836289902,207,1211,804.69
384,2026-01-07 18:00:15.659234768,209,1218,602.55
385,2026-01-11 05:44:10.534057212,209,1220,407.2
386,2025-12-26 02:47:24.701010184,209,1224,59.23
387,2025-11-16 01:55:00.757210931,209,1225,103.21
388,2026-01-27 18:51:19.602953034,210,1229,121.27
389,2025-12-11 15:18:47.957118953,211,1232,934.99
390,2026-01-09 16:23:32.603943154,211,1237,124.28
391,2026-01-22 01:53:13.803189179,212,1242,94.06
392,2026-01-25 10:15:19.222772481,213,1247,109.82
393,2026-01-28 01:58:59.140332707,213,1248,246.29
394,2025-12-18 23:14:53.380364220,214,1255,116.95
395,2025-12-27 07:06:53.823432034,214,1257,285.1
396,2025-10-25 07:34:51.429503917,214,1258,200.03
397,2025-12-13 18:44:22.607431770,215,1260,82.88
398,2026-01-01 12:52:01.885044837,216,1264,164.88
399,2026-01-17 03:09:36.297684861,217,1266,544.19
400,2026-01-28 06:49:53.718705876,217,1267,109.3
401,2026-01-20 14:50:14.955817231,217,1269,214.89
402,2025-11-29 09:26:03.712442275,218,1272,824.52
403,2025-12-27 02:17:36.053296016,218,1275,1986.18
404,2025-12-30 06:18:55.386257406,219,1282,633.95
405,2026-01-01 00:12:33.086625453,220,1283,76.54
406,2026-01-15 13:06:45.095987264,220,1286,386.0
407,2025-12-03 00:44:11.664227075,220,1288,19.57
408,2026-01-19 15:20:51.855565637,221,1293,514.64
409,2025-12-25 17:32:38.679248491,222,1298,715.26
410,2025-12-28 02:24:55.983162029,222,1300,113.4
411,2026-01-28 08:05:20.424085157,222,1302,575.16
412,2026-01-01 09:13:36.655310806,222,1304,349.38
413,2026-01-28 16:44:39.484333408,223,1309,165.63
414,2026-01-20 05:38:18.989026364,224,1313,26.4
415,2026-01-23 17:03:22.745188169,225,1315,39.58
416,2025-12-30 22:34:23.442184783,225,1316,1432.59
417,2026-01-16 10:49:39.705340760,225,1317,98.94
418,2026-01-24 07:22:37.216958935,226,1321,388.07
419,2026-01-17 21:53:18.054623427,226,1322,298.77
420,2026-01-21 16:35:28.302244931,226,1324,1085.59
421,2026-01-12 06:18:55.533886595,227,1328,238.73
422,2026-01-06 03:20:31.995652150,228,1333,576.75
423,2026-01-14 15:08:25.987734466,228,1334,14.24
424,2025-12-10 08:06:55.976330543,229,1336,188.81
425,2025-12-03 09:56:54.369837852,231,1352,70.69
426,2026-01-26 14:04:13.055293199,231,1353,79.22
427,2025-12-06 22:39:05.876807377,231,1354,264.01
428,2026-01-08 07:07:40.095691915,231,1355,216.14
429,2026-01-28 21:51:11.041040118,232,1357,118.69
430,2026-01-27 03:21:10.763879621,232,1361,440.03
431,2026-01-27 06:39:12.615618948,232,1363,48.59
432,2026-01-27 04:41:25.389547141,232,1366,300.67
433,2025-12-25 16:49:50.145358398,233,1367,70.66
434,2026-01-21 23:21:56.977944481,233,1368,38.16
435,2026-01-18 19:52:11.060090326,234,1375,259.8
436,2025-10-16 18:35:26.078613528,235,1382,140.05
437,2026-01-13 23:27:58.044083405,236,1385,348.8
438,2026-01-21 10:16:18.151912953,236,1388,56.21
439,2026-01-26 07:27:16.910348141,236,1389,8.67
440,2026-01-27 02:29:47.225729752,236,1390,73.57
441,2026-01-14 15:45:47.445059141,236,1392,46.3
442,2026-01-11 12:19:44.106116192,237,1397,123.68
443,2025-12-30 11:23:24.145519659,238,1406,56.89
444,2025-11-07 18:55:47.465737861,240,1417,805.9
445,2025-10-26 15:58:28.406020404,240,1419,922.32
446,2025-12-04 11:24:08.954132016,241,1425,71.62
447,2026-01-10 09:36:41.082800215,242,1426,167.47
448,2025-12-13 02:21:48.569652650,242,1427,144.43
449,2026-01-27 03:01:31.138063811,243,1431,176.16
450,2026-01-09 06:10:24.132684260,243,1434,55.21
451,2026-01-24 04:58:39.159147813,245,1443,155.68
452,2026-01-16 13:58:00.430148953,245,1445,82.68
453,2026-01-20 10:54:51.857521800,245,1446,559.15
454,2026-01-27 22:54:24.528859973,245,1447,816.1
455,2026-01-17 16:00:43.967018742,245,1448,136.28
456,2026-01-22 05:29:05.536069973,245,1449,198.06
457,2026-01-18 17:53:34.028830617,246,1450,42.26
458,2025-11-25 19:13:01.350879861,246,1454,29.24
459,2025-12-25 16:30:12.528164803,247,1455,64.0
460,2026-01-16 11:39:51.441880258,247,1457,97.18
461,2025-10-26 21:15:55.771588326,247,1460,68.26
462,2026-01-12 17:11:04.972839744,248,1461,722.95
463,2025-12-29 02:52:33.698148258,248,1462,116.23
464,2026-01-20 15:16:38.858495174,248,1464,89.78
465,2026-01-09 18:26:23.365507094,248,1466,400.91
466,2026-01-18 05:20:06.650295623,248,1469,234.64
467,2026-01-22 19:17:57.115673538,249,1475,140.41
468,2026-01-19 01:24:27.432080658,249,1478,331.9
469,2026-01-28 00:34:59.756581211,250,1479,54.74
470,2026-01-28 08:06:13.666164168,250,1483,136.99
471,2026-01-28 05:24:07.579861002,250,1484,295.93
472,2025-11-14 10:16:42.707532227,251,1487,27.45
473,2025-11-07 00:50:38.452690823,251,1491,367.73
474,2026-01-22 22:53:21.351694003,253,1497,215.11
475,2026-01-12 05:41:54.343676071,253,1499,14.58
476,2026-01-25 23:22:36.068881666,255,1506,68.54
477,2025-12-13 22:13:33.162413107,255,1507,17.45
478,2026-01-25 13:23:30.239339829,256,1512,33.7
479,2026-01-23 09:49:10.507435012,256,1514,79.8
480,2026-01-08 19:19:34.643806323,257,1521,507.28
481,2026-01-22 13:11:58.301832436,258,1523,152.73
482,2025-12-02 13:29:34.935324473,259,1533,42.98
483,2026-01-26 23:15:47.026649108,259,1535,194.16
484,2025-12-05 14:11:11.251212964,259,1537,195.42
485,2026-01-27 03:46:59.401385377,260,1538,207.54
486,2025-12-25 02:29:44.507286917,260,1540,274.65
487,2025-12-26 07:37:25.763314371,260,1541,395.59
488,2026-01-24 11:40:55.809303316,261,1543,347.21
489,2025-11-01 09:00:35.665282715,261,1544,169.81
490,2025-10-23 16:39:51.618872442,261,1550,1265.24
491,2026-01-13 07:57:45.249586526,261,1554,351.78
492,2025-11-18 02:54:43.176528929,261,1557,170.6
493,2026-01-15 18:40:01.359772807,262,1562,173.18
494,2025-12-27 12:51:31.756351957,263,1563,125.57
495,2025-11-05 14:25:34.878085832,264,1569,258.9
496,2025-11-11 21:10:16.207160932,264,1570,54.04
497,2026-01-27 04:10:54.740902620,265,1578,1611.45
498,2026-01-22 04:39:50.067840819,266,1580,208.74
499,2026-01-13 13:07:22.345600689,266,1582,171.85
500,2026-01-22 10:04:13.031765005,266,1583,112.57
501,2026-01-22 11:05:04.116223880,266,1584,98.14
502,2026-01-26 22:52:44.702647451,269,1595,370.95
503,2026-01-02 16:12:55.801756989,269,1598,86.67
504,2026-01-03 16:11:23.090450176,270,1602,219.22
505,2025-12-31 21:48:49.366430740,270,1603,360.36
506,2026-01-22 16:30:36.611305490,271,1607,259.95
507,2026-01-22 16:56:21.096203756,271,1608,144.95
508,2025-11-03 04:23:43.128501746,272,1616,159.67
